,100s,4 Wickets in Inn,50s,Balls Faced,Balls_Average,Bat_Average,Bowl_Strike_rate,Ducks,Economy_Rate,Innings,Maidens,Matches,Not Outs,Opening Batting,Overs,Runs,Runs_Conceded,Strike Rate,Wickets,performance
1065,1,0,4,1220,35.5,25.26,32.6,5,6.53,34,0,35,3,0,54.2,783,355,64.18,10,67
1066,0,0,0,7,52,0.5,24,1,13,2,0,2,0,0,4,1,52,14.29,1,48
1067,1,0,4,1220,0,23.68,0,7,0,68,0,85,9,14,0,1397,0,114.51,0,26
1068,0,0,0,342,0,21.63,0,1,0,8,0,8,0,1,2,173,0,50.58,0,22
1069,14,0,29,5871,64.95,50.9,67.1,4,5.81,119,2,126,19,0,223.4,5090,1299,86.7,20,90
1070,0,0,1,210,0,49.5,0,0,0,2,0,2,0,2,1,99,0,47.14,0,88
1071,0,1,0,265,36.07,12.06,45.72,2,4.73,23,13,27,5,0,221,217,1046,81.89,29,65
1072,3,0,7,1313,44,38.72,45,5,5.87,35,0,36,3,7,7.3,1239,44,94.36,1,56
1073,0,0,1,244,0,17,0,0,0,8,0,11,0,1,2,136,0,55.74,0,19
1074,7,0,12,2522,0,38.57,0,7,0,71,0,73,2,71,29,2661,0,105.51,0,66
1075,0,8,0,226,32.84,4.73,35.1,11,5.61,49,25,96,23,0,713.4,123,4007,54.42,122,73
1076,0,0,7,1725,0,35.58,0,0,6.5,39,0,45,6,0,4,1174,26,68.06,0,60
1077,0,0,0,24,33.14,9,33.07,1,6.01,4,2,9,1,0,77.1,27,464,112.5,14,71
1078,0,1,0,11,19,3,19.2,1,5.94,2,0,2,0,0,16,6,95,54.55,5,95
1079,0,0,0,174,0,19.5,0,0,0,4,0,4,0,1,1,78,0,44.83,0,20
1080,0,5,4,765,32.74,28.51,33.48,5,5.87,44,13,52,9,0,362.4,998,2128,130.46,65,73
1081,0,0,1,638,0,17.63,0,0,0,31,0,40,7,0,0,423,0,66.3,0,19
1082,0,0,0,56,0,3.75,0,0,0,4,0,4,0,4,2,15,0,26.79,0,5
1083,2,0,18,4888,32.3,29.65,38.9,6,4.98,115,0,121,9,16,64.5,3143,323,64.3,10,73
1084,3,0,6,1429,34.33,33.22,33.92,5,6.07,42,0,48,1,33,67.5,1362,412,95.31,12,69
1085,0,0,1,124,0,49.5,0,1,7.67,3,0,3,1,0,6,99,46,79.84,0,88
1086,0,0,1,341,14.5,30.67,13.5,0,6.44,7,0,8,1,7,4.3,184,29,53.96,2,95
1087,1,0,5,1322,104.33,26.35,92.67,3,6.76,51,0,57,5,0,46.2,1212,313,91.68,3,32
1088,0,0,2,755,13,21.28,19,0,4.11,19,1,19,1,19,6.2,383,26,50.73,2,95
1089,0,8,0,535,22.4,7.04,32.3,11,4.16,70,50,113,24,0,990.3,324,4121,60.56,184,93
1090,20,0,43,10938,31.83,39.22,40.33,15,4.74,244,3,247,19,220,40.2,8824,191,80.67,6,73
1091,0,0,0,131,0,16.25,0,0,0,4,0,4,0,0,2,65,0,49.62,0,18
1092,0,0,0,0,0,0,0,0,8.33,0,0,1,0,0,3,0,25,0,0,0
1093,0,0,0,20,0,3,0,0,0,1,0,1,0,0,0,3,0,15,0,5
1094,0,0,0,35,0,12.5,0,0,0,2,0,2,0,1,0,25,0,71.43,0,14
1095,0,0,0,56,0,13.67,0,0,0,5,0,9,2,0,0,41,0,73.21,0,15
1096,0,1,0,59,42.67,18.5,50.5,0,5.07,4,3,7,2,0,50.3,37,256,62.71,6,58
1097,0,0,0,293,0,10.83,0,0,0,12,0,13,0,12,1,130,0,44.37,0,12
1098,0,0,0,46,0,7.5,0,0,0,2,0,2,0,1,0,15,0,32.61,0,9
1099,0,0,0,9,22.5,5,30,0,4.5,1,1,2,0,0,10,5,45,55.56,2,93
1100,0,0,0,136,62.25,12,61.5,0,6.07,5,0,6,3,0,41,24,249,17.65,4,38
1101,0,0,0,53,30.2,25,57,0,3.18,2,2,6,1,0,41.1,25,151,47.17,5,75
1102,4,0,9,2214,0,36.72,0,3,10,47,0,48,4,28,1,1579,10,71.32,0,62
1103,5,2,47,9383,33.25,32.89,39.31,19,5.07,256,10,283,38,1,583.1,7170,2959,76.41,89,69
1104,0,0,0,39,0,18,0,0,0,1,0,1,0,1,0,18,0,46.15,0,20
1105,0,0,1,173,59.67,26.5,64,0,5.59,6,2,6,0,3,32,159,179,91.91,3,41
1106,0,0,4,1024,0,17.86,0,5,0,62,0,86,19,9,0,768,0,75,0,19
1107,0,0,0,73,34.55,18,47.5,2,4.36,13,18,39,11,0,316.4,36,1382,49.32,40,69
1108,0,0,0,12,35.4,7,37.2,0,5.71,2,1,4,1,0,31,7,177,58.33,5,67
1109,8,0,14,3572,0,36.82,0,15,7.83,78,0,78,4,77,11.3,2725,90,76.29,0,62
1110,0,0,0,79,0,14.33,0,1,0,3,0,3,0,3,0,43,0,54.43,0,16
1111,0,0,0,0,0,0,0,0,3.83,0,0,1,0,0,6,0,23,0,0,0
1112,0,0,0,109,3,11.4,0,0,0,5,0,5,0,0,1,57,0,52.29,0,13
1113,0,0,0,14,30,2,43,2,4.19,3,3,4,1,0,28.4,4,120,28.57,4,75
1114,1,0,2,1045,40.14,29.52,33.57,2,7.17,27,0,27,2,14,39.1,738,281,70.62,7,60
1115,0,0,0,215,59,31,73.5,0,4.82,6,4,7,2,0,49,124,236,57.67,4,41
1116,0,0,4,1207,0,22.81,0,2,5.17,39,3,39,2,25,56.2,844,291,69.93,0,24
1117,0,0,0,169,0,22.75,0,0,0,4,0,5,0,3,3,91,0,53.85,0,24
1118,2,0,0,1244,49.27,27.81,63.82,4,4.63,42,2,53,11,1,117,862,542,69.29,11,51
1119,0,0,1,151,0,22,0,2,0,6,0,6,0,4,1,132,0,87.42,0,24
1120,0,0,0,20,44,0,60,0,4.4,1,0,1,1,0,10,2,44,10,1,56
1121,0,0,0,117,0,19.5,0,0,0,4,0,4,0,4,0,78,0,66.67,0,20
1122,0,0,0,0,0,0,0,0,5.75,0,0,2,0,0,20,0,115,0,0,0
1123,0,1,11,2669,37.23,29.37,45.52,0,4.91,69,10,79,10,0,333.5,1733,1638,64.93,44,65
1124,0,0,0,7,0,2,0,1,3,2,1,2,0,0,10,4,30,57.14,0,4
1125,0,1,9,1870,47.54,24.95,61.19,4,4.66,105,41,126,30,0,826,1871,3851,100.05,81,53
1126,10,0,30,7463,46.37,32.98,57.2,11,4.86,196,23,207,26,2,848.3,5606,4127,75.12,89,54
1127,0,0,0,63,0,18,0,0,0,5,0,8,2,1,1,54,0,85.71,0,20
1128,0,1,0,77,53.71,4.67,49.53,1,6.51,10,0,19,4,0,140.2,28,913,36.36,17,47
1129,0,0,0,107,31.61,6,38.67,1,4.91,10,5,15,4,0,116,36,569,33.64,18,73
1130,0,0,0,97,47.69,12.75,69.38,2,4.12,7,15,22,3,0,185,51,763,52.58,16,53
1131,0,0,0,0,35.67,0,40,0,5.35,0,0,2,0,0,20,0,107,0,3,67
1132,25,0,93,18049,0,41.99,0,15,0,380,0,404,41,21,19,14234,0,78.86,0,72
1133,0,0,0,11,39.9,4,49.8,1,4.81,2,1,10,0,0,83,8,399,72.73,10,62
1134,0,1,2,922,34.19,27.53,41.83,3,4.9,46,8,59,16,0,446.1,826,2188,89.59,64,69
1135,0,0,1,597,32.7,11.6,38.3,2,5.12,27,1,27,2,1,63.5,290,327,48.58,10,71
1136,0,0,0,129,57,21,60,0,5.7,5,0,5,1,0,10,84,57,65.12,1,43
1137,0,0,0,77,0,14.5,0,0,0,4,0,5,0,0,0,58,0,75.32,0,16
1138,0,17,0,1434,21.79,11.85,30.45,13,4.29,98,66,169,38,0,1461.4,711,6275,49.58,288,94
1139,0,0,0,73,60,15.67,86,0,4.19,4,1,5,1,0,43,47,180,64.38,3,40
1140,2,0,9,2253,0,32.92,0,1,7.5,76,0,101,17,9,2,1942,15,86.2,0,48
1141,0,4,0,345,23.22,9.61,38.29,5,3.64,31,49,45,8,0,395.4,221,1463,64.06,63,92
1142,0,0,0,18,0,6,0,0,0,2,0,2,0,0,0,12,0,66.67,0,8
1143,5,0,38,7663,36.63,42.68,36.31,8,6.05,169,3,181,33,3,96.5,5804,586,75.74,16,74
1144,0,0,0,60,0,6.67,0,1,0,3,0,3,0,0,2,20,0,33.33,0,8
1145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1146,0,0,0,68,0,16.33,0,0,0,4,0,5,1,0,0,49,0,72.06,0,18
1147,0,3,0,218,31.5,10.06,40.44,4,4.67,22,16,30,6,3,215.4,161,1008,73.85,32,73
1148,0,0,0,135,0,7.8,0,0,0,5,0,5,0,0,0,39,0,28.89,0,9
1149,0,0,0,0,35,0,54,0,3.89,0,1,1,0,0,9,0,35,0,1,67
1150,0,0,0,149,0,24.33,0,0,3.5,3,0,3,0,3,6,73,21,48.99,0,28
1151,0,0,0,13,130,4,108,1,7.22,3,0,4,2,0,18,4,130,30.77,1,6
1152,0,1,0,228,29.77,9.62,38.28,5,4.67,23,14,39,10,0,299.5,125,1399,54.82,47,78
1153,0,0,0,12,0,0,0,0,0,1,0,1,1,0,0,13,0,108.33,0,0
1154,15,1,38,7930,40.14,35.06,45.75,14,5.26,245,13,251,9,212,732,8273,3853,104.33,96,60
1155,0,0,0,27,0,16.5,0,0,0,2,0,3,0,0,0,33,0,122.22,0,18
1156,0,0,0,0,25.6,0,31.2,0,4.92,0,0,4,0,0,26,0,128,0,5,90
1157,0,0,0,165,40.33,10.67,44,0,5.5,6,0,7,0,0,22,64,121,38.79,3,60
1158,0,0,0,211,0,18,0,1,0,7,0,7,0,7,2,126,0,59.72,0,20
1159,0,1,0,311,35.36,13.18,44.49,6,4.77,33,11,49,11,0,393,290,1874,93.25,53,67
1160,0,0,0,158,0,24.33,0,0,0,3,0,3,0,1,1,73,0,46.2,0,28
1161,0,0,0,191,100,18,120,0,5,3,1,3,0,0,20,54,100,28.27,1,20
1162,0,0,0,29,36.12,1.67,49.76,0,4.36,11,26,32,5,0,273.4,10,1192,34.48,33,65
1163,0,0,1,300,0,19.1,0,2,0,10,0,10,0,7,6,191,0,63.67,0,20
1164,0,0,0,5,0,0,0,3,0,3,0,3,0,0,1,0,0,0,0,0
1165,0,3,3,452,27.74,29.4,34.62,1,4.81,16,6,34,6,0,271.1,294,1304,65.04,47,84
1166,0,0,0,91,0,13.67,0,0,0,3,0,3,0,0,1,41,0,45.05,0,15
1167,0,0,2,408,0,22.63,0,4,0,21,0,24,2,1,3,430,0,105.39,0,24
1168,0,0,0,66,38.73,5.5,45,3,5.16,10,3,11,6,0,82.3,22,426,33.33,11,63
1169,0,4,0,221,36.41,6.3,37.17,9,5.88,31,24,56,11,0,390.2,126,2294,57.01,63,65
1170,0,1,0,238,11.43,15.11,15.71,2,4.36,10,0,10,1,5,18.2,136,80,57.14,7,13
1171,1,0,12,2331,26.29,30.57,27.57,6,5.72,66,1,71,6,0,32.1,1834,184,78.68,7,87
1172,1,0,12,2298,0,27.89,0,5,7.2,55,0,56,1,43,10,1506,72,65.54,0,34
1173,0,0,0,151,45.6,7.9,46.77,3,5.85,27,18,51,17,0,366.2,79,2143,52.32,47,55
1174,0,0,0,108,0,31,0,0,0,2,0,2,0,0,0,62,0,57.41,0,44
1175,0,2,0,28,19,15,23.95,1,4.76,4,4,10,3,0,75.5,15,361,53.57,19,91
1176,6,13,39,6892,34.51,23.58,44.73,30,4.63,369,76,398,27,145,2945,8064,13632,117.01,395,69
1177,0,0,0,44,0,37,0,0,0,1,0,1,0,1,0,37,0,84.09,0,64
1178,0,0,1,194,54.57,23.8,77.14,1,4.24,6,8,10,1,0,90,119,382,61.34,7,46
1179,0,0,0,43,34.16,25,42.63,0,4.81,8,6,17,7,0,135,25,649,58.14,19,69
1180,0,0,1,316,53,14.1,74,0,4.3,10,1,10,0,5,37,141,159,44.62,3,47
1181,0,0,0,163,0,11.57,0,1,0,7,0,10,0,0,2,81,0,49.69,0,13
1182,0,0,2,682,0,19.05,0,4,0,19,0,20,0,18,5,362,0,53.08,0,20
1183,4,0,13,3188,0,31.44,0,11,0,75,0,75,5,65,13,2201,0,69.04,0,42
1184,0,0,0,12,0,4,0,0,0,1,0,1,0,1,0,4,0,33.33,0,6
1185,0,0,1,113,0,33.33,0,0,0,3,0,3,0,3,0,100,0,88.5,0,46
1186,1,0,10,1336,41.33,31.63,35.33,2,7.02,36,0,36,1,0,17.4,1107,124,82.86,3,59
1187,0,0,0,128,0,30.5,0,0,0,2,0,2,0,1,0,61,0,47.66,0,40
1188,0,0,0,4,50,0,54,1,5.56,1,0,1,0,0,9,0,50,0,1,50
1189,7,9,40,6864,29.69,35.08,40.08,10,4.44,183,81,195,24,0,1649.5,5577,7333,81.25,247,87
1190,0,1,0,2,36.41,0,40.41,1,5.41,3,4,13,2,0,114.3,0,619,0,17,66
1191,0,0,0,28,0,3,0,0,8,1,0,1,0,0,3,3,24,10.71,0,5
1192,0,0,2,350,0,26.6,0,2,13,10,0,10,0,8,1,266,13,76,0,32
1193,0,1,2,286,31.29,21.8,30.86,1,6.08,16,0,19,1,0,36,327,219,114.34,7,73
1194,0,0,0,64,0,45,0,0,5.26,1,0,5,0,0,19,45,100,70.31,0,80
1195,0,0,0,8,0,2,0,0,0,1,0,1,0,0,0,2,0,25,0,4
1196,0,2,0,160,35.88,6.7,45,4,4.78,27,34,43,17,0,322.3,67,1543,41.88,43,67
1197,0,0,0,84,34.5,8.83,49.67,2,4.17,9,2,14,3,0,99.2,53,414,63.1,12,69
1198,0,3,0,300,26.26,14.07,31.98,2,4.93,25,18,36,10,0,287.5,211,1418,70.33,54,87
1199,0,0,0,6,0,10,0,0,7,1,0,1,0,0,3,10,21,166.67,0,12
1200,1,0,6,705,0,32.48,0,2,0,25,0,25,0,25,6,812,0,115.18,0,44
1201,0,0,3,469,58.33,20.19,76,2,4.61,27,5,31,6,0,190,424,875,90.41,15,42
1202,1,0,0,504,34.87,24,42.31,3,4.94,35,19,65,16,0,472.3,456,2336,90.48,67,69
1203,0,0,0,24,36.1,5.5,48.6,0,4.46,2,1,11,0,0,81,11,361,45.83,10,66
1204,0,6,0,203,30.98,4.8,32.46,5,5.73,28,30,80,13,0,622.1,72,3563,35.47,115,75
1205,0,0,0,0,0,0,0,0,6.58,0,1,2,0,0,19,0,125,0,0,0
1206,0,1,0,66,32.9,7.75,36.16,1,5.46,9,12,26,5,0,186.5,31,1020,46.97,31,71
1207,0,0,0,39,0,10,0,0,0,2,0,2,0,2,0,20,0,51.28,0,12
1208,0,11,0,24,1,5.5,0,0,0,2,0,2,0,0,1,11,0,45.83,0,7
1209,0,0,0,2,29.5,1,34.33,0,5.16,1,0,4,0,0,34.2,1,177,50,6,78
1210,22,0,39,8906,64.38,47.55,74.13,12,5.21,196,2,202,31,117,98.5,7845,515,88.09,8,36
1211,0,1,0,135,36.95,10,44.5,2,4.98,12,6,23,4,0,163.1,80,813,59.26,22,66
1212,4,3,18,5129,36.05,29.05,51.26,5,4.22,128,56,150,21,49,1102.1,3108,4650,60.6,129,66
1213,0,0,0,35,33.11,13,56,1,3.55,6,3,9,4,0,84,26,298,74.29,9,71
1214,0,0,1,124,0,25,0,0,0,3,0,3,0,0,0,75,0,60.48,0,30
1215,0,0,0,0,37,0,78,0,2.85,0,3,2,0,0,13,0,37,0,1,64
1216,0,1,0,123,32.89,6.8,40.95,2,4.82,15,1,21,5,0,129.4,68,625,55.28,19,71
1217,0,0,0,140,0,10.5,0,0,0,6,0,7,0,0,2,63,0,45,0,12
1218,0,0,0,29,0,8,0,0,0,2,0,2,0,0,0,16,0,55.17,0,10
1219,0,0,0,0,8,0,36,0,1.33,0,2,1,0,0,6,0,8,0,1,10
1220,0,0,0,38,0,15,0,0,0,2,0,2,0,0,2,30,0,78.95,0,17
1221,0,0,0,43,0,0,0,0,5.33,1,0,1,1,0,3,20,16,46.51,0,0
1222,0,10,0,538,24.98,8.95,31.43,11,4.77,84,99,163,40,0,1294,394,6169,73.23,247,91
1223,9,1,43,9031,39.51,35.14,50.8,13,4.67,250,38,279,40,15,1320.5,7379,6163,81.71,156,62
1224,1,0,8,2492,36.25,24.4,45.95,8,4.73,58,2,63,6,47,153.1,1269,725,50.92,20,66
1225,0,0,0,99,0,27.67,0,1,8.43,4,0,4,1,2,7,83,59,83.84,0,34
1226,0,0,0,32,0,8,0,0,0,2,0,2,0,0,0,16,0,50,0,10
1227,0,0,0,19,94,9,114,0,4.95,2,0,3,0,0,19,18,94,94.74,1,11
1228,0,0,0,19,29,7,56,0,3.11,1,0,1,0,0,7,7,29,36.84,1,78
1229,0,0,0,86,0,35,0,0,4.5,3,0,4,1,0,2,70,9,81.4,0,60
1230,1,0,0,377,73,18.13,102,2,4.29,16,0,16,0,1,17,290,73,76.92,1,27
1231,2,0,21,4716,88.33,24.54,89,14,5.96,126,1,127,4,100,44.3,2994,265,63.49,3,28
1232,0,0,0,30,43.71,10.33,53,1,4.95,6,10,20,3,0,150.1,31,743,103.33,17,57
1233,0,0,0,37,0,32,0,0,0,1,0,1,0,0,0,32,0,86.49,0,44
1234,0,0,0,194,35.83,13.3,44.03,2,4.88,18,12,25,8,0,212.5,133,1039,68.56,29,67
1235,6,0,33,6329,0,37.08,0,7,4.5,127,0,136,8,63,0.4,4413,3,69.73,0,64
1236,3,0,13,3060,37.72,34.4,46.68,1,4.85,85,16,88,13,21,412.2,2477,1999,80.95,53,64
1237,0,1,0,97,26.06,7.75,38.7,2,4.04,11,16,27,7,0,210.5,31,860,31.96,33,87
1238,0,0,0,13,0,7,0,0,4.71,1,0,1,0,0,7,7,33,53.85,0,9
1239,0,0,0,1,0,0,0,0,6.88,1,0,1,1,0,8,1,55,100,0,0
1240,1,0,13,2254,33,28.87,42,6,4.71,62,1,75,7,0,7,1588,33,70.45,1,71
1241,0,0,3,838,0,22.05,0,1,0,20,0,20,0,20,0,441,0,52.63,0,24
1242,0,0,0,34,40.67,4.25,51,1,4.78,4,0,7,0,0,51,17,244,50,6,60
1243,0,0,0,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1244,0,0,0,267,26.09,15.9,42.55,1,3.68,11,3,12,1,0,78,159,287,59.55,11,87
1245,2,0,16,2680,172,31.58,156,9,6.62,65,0,68,3,32,26,1958,172,73.06,1,62
1246,5,2,18,5407,34.65,28.94,46.75,14,4.45,138,38,143,11,69,646.4,3675,2876,67.97,83,69
1247,0,1,0,295,24.55,15.5,36.73,1,4.01,18,21,23,4,0,202,217,810,73.56,33,91
1248,0,0,0,53,47.5,18,51,0,5.59,2,0,2,0,0,17,36,95,67.92,2,53
1249,0,0,0,67,0,31,0,0,5.77,2,0,3,1,0,22,31,127,46.27,0,66
1250,2,0,8,2086,0,28.35,0,8,0,50,0,54,4,22,15,1304,0,62.51,0,34
1251,0,0,0,0,77,0,82,0,5.63,0,1,2,0,0,13.4,0,77,0,1,10
1252,0,2,0,242,33.96,10.4,37.17,3,5.48,20,31,58,10,0,427.3,104,2343,42.98,69,11
1253,1,2,9,3144,43.26,25.96,54.12,5,4.8,113,28,136,23,0,622.2,2336,2985,74.3,69,78
1254,0,0,0,13,0,8,0,0,8.75,1,0,2,0,0,12,8,105,61.54,0,60
1255,0,0,3,521,58.89,23.32,65.44,1,5.4,23,2,26,1,0,98.1,513,530,98.46,9,27
1256,0,0,0,24,35.87,2.5,50.4,0,4.27,4,5,16,2,0,126,5,538,20.83,15,28
1257,0,0,0,109,0,11.5,0,1,8.5,4,0,4,0,4,8,46,68,42.2,0,57
1258,0,0,0,85,0,21.5,0,0,0,2,0,2,0,0,0,43,0,50.59,0,48
1259,0,0,9,1634,0,24.07,0,3,5.5,42,1,42,1,37,2,987,11,60.4,0,67
1260,0,1,0,188,33.48,6.53,48.16,6,4.17,24,34,53,9,0,465.3,98,1942,52.13,58,64
1261,0,0,0,0,54,0,84,0,3.86,0,0,2,0,0,14,0,54,0,1,64
1262,0,0,0,94,0,17,0,0,0,2,0,2,0,2,1,34,0,36.17,0,87
1263,0,0,1,251,0,16,0,3,0,12,0,12,0,10,3,192,0,76.49,0,9
1264,0,0,2,640,0,19.64,0,3,0,25,0,27,3,0,0,432,0,67.5,0,0
1265,0,0,1,240,14,27.25,18,0,4.67,4,0,4,0,4,6,109,28,45.42,2,71
1266,0,0,0,40,0,15,0,0,0,2,0,2,1,1,0,15,0,37.5,0,24
1267,0,4,8,1683,37.46,18.57,44.69,14,5.03,89,18,105,5,18,454.2,1560,2285,92.69,61,60
1268,1,0,5,1506,0,24.63,0,4,6,45,0,47,2,33,2.5,1059,17,70.32,0,0
1269,10,0,47,8648,52.83,37.98,57,8,5.56,194,0,197,10,193,171,6989,951,80.82,18,87
1270,0,0,3,1061,0,17.3,0,7,0,77,0,98,16,0,1,1055,0,99.43,0,44
1271,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,14,0,0,69
1272,0,0,0,159,0,14,0,1,0,5,0,5,0,5,1,70,0,44.03,0,91
1273,0,0,0,85,0,3.8,0,0,0,5,0,5,0,2,0,19,0,22.35,0,53
1274,0,0,0,132,31.67,20,43.5,0,4.37,6,2,7,1,3,43.3,100,190,75.76,6,73
1275,4,0,15,3473,0,39.02,0,4,0,70,0,71,8,9,26,2419,0,69.65,0,56
1276,0,0,0,6,97,10,90,0,6.47,1,0,2,0,0,15,10,97,166.67,1,12
1277,2,0,8,1319,0,39.14,0,1,4.29,24,0,28,2,19,1.1,861,5,65.28,0,56
1278,8,0,19,3973,34.48,41.84,38.74,5,5.34,94,1,108,12,0,174.2,3431,931,86.36,27,72
1279,0,0,0,358,0,16.8,0,2,0,19,0,38,9,0,0,168,0,46.93,0,18
1280,0,0,0,173,31,29.5,40.69,0,4.57,7,2,10,3,0,88.1,118,403,68.21,13,73
1281,0,0,0,14,63,6,71,1,5.32,2,1,2,0,0,11.5,12,63,85.71,1,37
1282,0,1,1,843,28.39,15.29,39.69,4,4.29,54,70,93,19,5,754.1,535,3237,63.46,114,84
1283,0,3,2,330,35.77,16.1,47.61,1,4.51,28,25,42,8,3,349.1,322,1574,97.58,44,67
1284,0,2,0,41,16.57,4.5,38.43,0,2.59,4,11,9,2,0,87,9,232,21.95,14,95
1285,0,0,0,6,31,0,63,1,2.95,1,3,1,0,0,10.3,0,31,0,1,73
1286,0,1,0,84,36.71,6.2,39.79,4,5.54,12,9,30,2,0,252,62,1395,73.81,38,66
1287,0,0,2,381,73,25.45,92.4,0,4.74,14,3,18,3,0,77,280,365,73.49,5,30
1288,0,1,0,213,32.82,15.33,41.77,0,4.71,16,12,20,4,0,153.1,184,722,86.38,22,71
1289,0,0,5,881,42,31.96,54,1,4.67,25,0,26,2,0,9,735,42,83.43,1,58
1290,0,0,0,14,39.5,8,39,0,6.08,2,0,2,1,0,13,8,79,57.14,2,62
1291,0,0,0,59,0,28,0,0,4,2,0,2,0,0,1,56,4,94.92,0,36
1292,0,1,0,51,33.17,5,37,0,5.38,6,4,13,1,0,111,25,597,49.02,18,71
1293,0,4,1,458,35.64,13.76,40.96,3,5.22,40,24,62,11,0,491.3,399,2566,87.12,72,67
1294,2,0,5,1504,105,26.76,111,2,5.68,46,0,51,5,23,18.3,1097,105,72.94,1,32
1295,0,1,0,28,21.38,2.25,28.77,0,4.46,4,4,8,0,0,62.2,9,278,32.14,13,94
1296,0,2,0,27,33.91,10.33,35.45,0,5.74,3,7,8,0,0,65,31,373,114.81,11,71
1297,0,0,0,79,42.25,4.5,63,1,4.02,6,4,7,0,1,38,27,169,34.18,4,58
1298,0,0,0,63,0,8,0,0,0,2,0,2,0,2,0,16,0,25.4,0,10
1299,0,1,1,164,19,36.5,23.15,1,4.92,6,5,6,2,0,50.1,146,247,89.02,13,94
1300,0,1,0,284,25.74,15.8,28.68,1,5.38,12,6,12,2,0,90.5,158,489,55.63,19,90
1301,0,0,0,20,31.33,3.5,37.67,1,4.99,4,0,4,0,0,18.5,14,94,70,3,73
1302,0,1,0,155,32.5,20.83,33.94,0,5.75,8,4,13,2,0,90.3,125,520,80.65,16,71
1303,2,0,7,1292,123,34.43,132,5,5.59,40,0,41,3,25,22,1274,123,98.61,1,56
1304,0,7,1,670,34.26,12.62,37.86,12,5.43,84,72,139,31,0,1161.1,669,6304,99.85,184,66
1305,0,0,5,1202,0,18.72,0,6,12,50,0,51,0,46,0.3,936,6,77.87,0,20
1306,0,0,0,0,38.43,0,43.14,0,5.34,0,2,6,0,0,50.2,0,269,0,7,64
1307,0,0,0,73,0,15.25,0,0,0,4,0,4,0,2,1,61,0,83.56,0,17
1308,0,3,0,121,33.44,4,33.01,3,6.08,21,16,53,10,0,412.4,44,2508,36.36,75,71
1309,4,2,27,5702,25.64,29.01,28.48,11,5.4,145,3,146,4,145,118.4,4091,641,71.75,25,90
1310,0,10,1,1109,28.09,10.64,37.89,19,4.45,121,137,229,38,0,1989.1,883,8847,79.62,315,81
1311,0,0,0,35,0,5,0,0,0,2,0,2,0,1,0,10,0,28.57,0,7
1312,0,0,1,135,30.44,13.5,36,1,5.07,7,1,8,1,1,54,81,274,60,9,75
1313,0,0,3,387,18,37.33,25.67,0,4.21,6,0,6,0,6,10.1,224,54,57.88,3,95
1314,0,0,0,75,27.67,11,25,1,6.64,5,2,5,1,0,25,44,166,58.67,6,84
1315,0,0,0,150,0,10,0,0,6.22,5,0,5,0,1,9,50,56,33.33,0,12
1316,0,0,0,28,46.29,1.33,50.57,1,5.49,5,3,7,2,0,59,4,324,14.29,7,54
1317,0,0,0,11,38,2,30,1,7.6,2,0,2,0,0,10,4,76,36.36,2,64
1318,0,14,1,313,21.45,12.73,25.94,6,4.96,38,34,75,16,0,626.5,280,3110,89.46,145,94
1319,0,0,0,50,0,2.33,0,2,0,3,0,3,0,1,0,7,0,14,0,4
1320,0,0,0,45,0,5,0,1,4.97,2,0,2,0,0,4.5,10,24,22.22,0,7
1321,0,0,0,143,50.8,11.67,62.4,0,4.88,7,1,8,1,0,52,70,254,48.95,5,50
1322,0,0,0,12,0,8,0,0,9,1,0,1,0,0,1,8,9,66.67,0,10
1323,0,0,0,272,25.77,30,31.77,1,4.87,11,10,15,5,0,116.3,180,567,66.18,22,90
1324,0,1,0,56,17.86,43,27.43,0,3.91,4,3,4,3,0,32,43,125,76.79,7,76
1325,4,0,28,6841,0,31.6,0,13,0,162,0,170,14,89,11,4677,0,68.37,0,44
1326,0,0,0,116,0,15.25,0,0,0,6,0,6,2,0,0,61,0,52.59,0,17
1327,0,0,0,59,0,6.5,0,0,0,4,0,4,0,0,0,26,0,44.07,0,8
1328,0,7,1,562,25.92,9.36,31.87,8,4.88,51,71,124,12,0,1035.4,365,5055,64.95,195,90
1329,0,0,0,14,0,4,0,0,0,1,0,1,0,0,0,4,0,28.57,0,6
1330,0,0,0,39,34.5,7,41,0,5.05,5,2,6,2,0,41,21,207,53.85,6,69
1331,7,2,17,3870,46.23,35.41,58,9,4.78,99,8,102,2,89,386.4,3435,1849,88.76,40,54
1332,1,0,5,886,45.68,42.2,45.45,1,6.03,25,1,25,5,0,166.4,844,1005,95.26,22,55
1333,3,2,14,2225,40.68,36.63,39.76,5,6.14,68,6,79,11,0,417.3,2088,2563,93.84,63,60
1334,0,0,0,40,0,0,0,0,0,1,0,1,1,0,1,15,0,37.5,0,0
1335,0,0,0,7,97,0,96,0,6.06,1,0,4,1,0,16,9,97,128.57,1,6
1336,0,0,0,0,16,0,24,0,4,0,1,1,0,0,12,0,48,0,3,95
1337,0,2,0,220,37.35,5.11,54.22,5,4.13,26,40,49,8,0,415.4,92,1718,41.82,46,65
1338,0,4,0,1651,33.05,22.24,45.32,5,4.38,73,35,95,24,3,725.1,1090,3173,66.02,96,71
1339,6,0,27,5203,0,35.64,0,9,3,125,0,127,7,83,1,4205,3,80.82,0,60
